title,genre,director,country,year,Rate IMDb
Механик,"боевик ,  драма",Дольф Лундгрен,США   Германия,2005,5.5
Механик,"триллер ,  боевик",Майкл Уиннер,США,1972,6.8
Метро Манила,драма криминальный,Шон Эллис,Филиппины   Великобритания,2013,7.6
Метро,"боевик ,  драма",Пэк Унхак,Республика Корея,2003,5.4
Мефисто,драма,Иштван Сабо,Венгрия   Австрия   ФРГ,1981,7.7
Методы доктора Кэри,детектив,Блейк Эдвардс,США,1972,6.1
Мех,драма  /  биография,Стивен Шейнберг,США,2006,6.3
Метро,фильм-катастрофа драма триллер,Антон Мегердичев,Россия,2012,6.4
Метод профессора Степанова,"Документальное кино ,  Короткометражное кино",С.И. Якушев,СССР,1959,
Метрополис,антиутопическая   драма,Фриц Ланг [2],Веймарская республика,1927 [1],8.3
Метка Свистуна,Криминальный фильм Фильм нуар,Уильям Касл,США,1944,6.6
Метеориты,научно-популярный фильм,Павел Клушанцев,СССР,1947,6.9
Метеора,драма,Спирос Статулопулос,Германия     Греция,2012,6.2
Метеор-убийца,боевик триллер,Ло Вэй,Гонконг   Китайская Республика,1976,4.9
Метеоидиот,мелодрама,Нана Джорджадзе,Россия     Грузия     Германия     Нидерланды     Италия     Финляндия,2008,6.2
Метеор,"боевик [1] ,  научно-фантастический фильм [1] ,  приключенческий фильм ,  фильм-катастрофа  и  драматический фильм",Рональд Ним [1] [5] […],США,"1979 [1] ,  21 февраля   1980 [2] [3]  и  19 октября   1979 [4]",5.0
Метаморфозы,фильм ужасов,Енё Ходи,Германия   Венгрия   Канада   Великобритания   Австралия,2007,3.6
Металлический шторм: Крах Джаред-Сина,фантастика приключенческий фильм боевик,Чарлз Бэнд,США,1983,3.9
Метель,драма,Владимир Басов,СССР,1964,6.7
Месяц май,"мелодрама, комедия",Григорий Липшиц,СССР,1965,5.6
Месье Рипуа,драма,Рене Клеман,Франция   Великобритания,1954,6.8
Метод Грёнхольма,драма триллер,Марсело Пиньейро,Испания   Аргентина   Италия,2005,7.1
Месяц август,мелодрама,Вадим Михайлов,СССР,1971,6.9
Месяц у озера,романтическая комедия  и  драматический фильм,Джон Ирвин,Великобритания   США,1995,6.2
Месяц длинных дней,драма,Сергей Евлахишвили,СССР,,6.0
Месяц в деревне,мелодрама,Пэт О’Коннор,Великобритания,1987,6.8
Метод,Психологический триллер,Дункан Рой,Великобритания   Румыния,2004,4.4
"Месье Ленуар, который…",Детектив,Александр Орлов,СССР,1983,
Месть шута,драматический фильм,Дэвид Уорк Гриффит,США,1909,5.2
Месть: История любви,триллер,Джонни Мартин,США,2017,5.2
Месьё Кляйн,мистическая   криминальная драма,Джозеф Лоузи,Франция   Италия,1976,7.5
Месть Твари,фантастика ужасы,Джек Арнольд,США,1955,5.6
Месть человека-невидимки,фильм ужасов фантастический фильм,Форд Биби,США,1944,5.6
